,id,display_name,fx_stablecoin,max_slippage_percentage,status
118,SHPING-USD,SHPING/USD,False,0.03000000,online
119,ENJ-BTC,ENJ/BTC,False,0.03000000,online
120,LTC-EUR,LTC/EUR,False,0.03000000,online
121,MLN-USD,MLN/USD,False,0.03000000,online
122,DEXT-USD,DEXT/USD,False,0.05000000,online
123,AXS-EUR,AXS/EUR,False,0.03000000,online
124,TRU-EUR,TRU/EUR,False,0.03000000,online
125,QSP-USD,QSP/USD,False,0.05000000,online
126,DDX-EUR,DDX/EUR,False,0.03000000,delisted
127,ALGO-GBP,ALGO/GBP,False,0.03000000,online
128,CELR-USD,CELR/USD,False,0.03000000,online
129,RBN-USD,RBN/USD,False,0.03000000,online
130,HNT-USD,HNT/USD,False,0.03000000,online
131,IOTX-USD,IOTX/USD,False,0.03000000,online
132,OMG-EUR,OMG/EUR,False,0.03000000,delisted
133,GYEN-USD,GYEN/USD,True,0.01000000,online
134,MEDIA-USDT,MEDIA/USDT,False,0.03000000,delisted
135,RARE-USD,RARE/USD,False,0.03000000,online
136,SHIB-USD,SHIB/USD,False,0.03000000,online
137,LTC-BTC,LTC/BTC,False,0.03000000,online
138,CGLD-EUR,CGLD/EUR,False,0.03000000,online
139,BOBA-USD,BOBA/USD,False,0.03000000,online
140,MANA-BTC,MANA/BTC,False,0.03000000,online
141,LIT-USD,LIT/USD,False,0.03000000,online
142,BOBA-USDT,BOBA/USDT,False,0.03000000,online
143,MTL-USD,MTL/USD,False,0.03000000,online
144,CTX-USD,CTX/USD,False,0.05000000,online
145,SUI-USD,SUI/USD,False,0.03000000,online
146,SYN-USD,SYN/USD,False,0.05000000,online
147,MANA-EUR,MANA/EUR,False,0.03000000,online
148,JUP-USD,JUP/USD,False,0.05000000,online
149,SUKU-USD,SUKU/USD,False,0.03000000,online
150,UMA-USD,UMA/USD,False,0.03000000,online
151,MEDIA-USD,MEDIA/USD,False,0.03000000,online
152,GHST-USD,GHST/USD,False,0.03000000,online
153,BAND-EUR,BAND/EUR,False,0.03000000,online
154,C98-USD,C98/USD,False,0.03000000,online
155,CRV-GBP,CRV/GBP,False,0.03000000,online
156,USDT-USDC,USDT/USDC,True,0.01000000,online
157,KRL-EUR,KRL/EUR,False,0.05000000,online
158,ALICE-USD,ALICE/USD,False,0.03000000,online
159,KAVA-USD,KAVA/USD,False,0.03000000,online
160,DDX-USD,DDX/USD,False,0.03000000,online
161,ZEC-USD,ZEC/USD,False,0.03000000,online
162,SYLO-USDT,SYLO/USDT,False,0.03000000,online
163,SUKU-USDT,SUKU/USDT,False,0.03000000,online
164,C98-USDT,C98/USDT,False,0.03000000,online
165,IOTX-EUR,IOTX/EUR,False,0.03000000,online
166,DESO-USDT,DESO/USDT,False,0.03000000,online
167,FOX-USD,FOX/USD,False,0.03000000,online
168,MASK-USDT,MASK/USDT,False,0.05000000,online
169,DREP-USD,DREP/USD,False,0.05000000,online
170,BTRST-USD,BTRST/USD,False,0.03000000,online
171,OSMO-USD,OSMO/USD,False,0.03000000,online
172,ETH-BTC,ETH/BTC,False,0.03000000,online
173,DAR-USD,DAR/USD,False,0.03000000,online
174,DIA-USD,DIA/USD,False,0.03000000,online
175,MCO2-USD,MCO2/USD,False,0.05000000,online
176,BNT-BTC,BNT/BTC,False,0.03000000,online
177,HFT-USD,HFT/USD,False,0.03000000,online
178,BTC-USD,BTC/USD,False,0.02000000,online
179,CGLD-USD,CGLD/USD,False,0.03000000,online
180,MANA-USDC,MANA/USDC,False,0.03000000,delisted
181,ETC-GBP,ETC/GBP,False,0.03000000,online
182,POLS-USDT,POLS/USDT,False,0.03000000,online
183,NEAR-USD,NEAR/USD,False,0.03000000,online
184,BCH-USD,BCH/USD,False,0.03000000,online
185,BLZ-USD,BLZ/USD,False,0.03000000,online
186,ETH-USDC,ETH/USDC,False,0.03000000,delisted
187,GST-USD,GST/USD,False,0.03000000,online
188,BAT-USD,BAT/USD,False,0.03000000,online
189,ALCX-EUR,ALCX/EUR,False,0.03000000,online
190,CRO-USD,CRO/USD,False,0.03000000,online
191,EOS-EUR,EOS/EUR,False,0.03000000,online
192,BAL-USD,BAL/USD,False,0.03000000,online
193,FIL-GBP,FIL/GBP,False,0.03000000,online
194,REP-USD,REP/USD,False,0.03000000,delisted
195,ACH-USD,ACH/USD,False,0.03000000,online
196,ADA-EUR,ADA/EUR,False,0.03000000,online
197,ALGO-USD,ALGO/USD,False,0.03000000,online
198,ALEPH-USD,ALEPH/USD,False,0.03000000,online
199,FLOW-USDT,FLOW/USDT,False,0.03000000,online
200,FLR-USD,FLR/USD,False,0.03000000,online
201,UST-EUR,UST/EUR,True,0.01000000,delisted
202,GAL-USDT,GAL/USDT,False,0.03000000,online
203,TVK-USD,TVK/USD,False,0.03000000,online
204,OMG-BTC,OMG/BTC,False,0.03000000,delisted
205,FET-USD,FET/USD,False,0.03000000,online
206,ZRX-EUR,ZRX/EUR,False,0.03000000,online
207,AVAX-BTC,AVAX/BTC,False,0.03000000,online
208,ALGO-BTC,ALGO/BTC,False,0.03000000,online
209,GNT-USDC,GNT/USDC,False,0.03000000,delisted
210,EOS-BTC,EOS/BTC,False,0.03000000,online
211,METIS-USD,METIS/USD,False,0.03000000,online
212,UPI-USD,UPI/USD,False,0.03000000,delisted
213,CLV-USD,CLV/USD,False,0.03000000,online
214,WCFG-BTC,WCFG/BTC,False,0.03000000,online
215,FORTH-EUR,FORTH/EUR,False,0.03000000,online
216,PERP-USDT,PERP/USDT,False,0.03000000,online
217,WLUNA-USDT,WLUNA/USDT,False,0.10000000,delisted
218,USDT-GBP,USDT/GBP,True,0.01000000,online
219,SKL-USD,SKL/USD,False,0.03000000,online
220,WAMPL-USDT,WAMPL/USDT,False,0.03000000,online
221,COVAL-USDT,COVAL/USDT,False,0.03000000,online
222,LTC-GBP,LTC/GBP,False,0.03000000,online
223,GODS-USD,GODS/USD,False,0.03000000,online
224,MIR-EUR,MIR/EUR,False,0.03000000,delisted
225,INDEX-USDT,INDEX/USDT,False,0.03000000,online
226,SKL-GBP,SKL/GBP,False,0.03000000,online
227,XLM-BTC,XLM/BTC,False,0.03000000,online
228,EUROC-USD,EUROC/USD,True,0.01000000,online
229,ADA-USD,ADA/USD,False,0.03000000,online
230,XCN-USD,XCN/USD,False,0.03000000,online
231,STG-USDT,STG/USDT,False,0.03000000,delisted
232,FIS-USD,FIS/USD,False,0.03000000,online
233,LQTY-USDT,LQTY/USDT,False,0.03000000,online
234,BTRST-GBP,BTRST/GBP,False,0.03000000,delisted
235,DREP-USDT,DREP/USDT,False,0.05000000,delisted
236,AXS-USDT,AXS/USDT,False,0.03000000,online
237,ASM-USDT,ASM/USDT,False,0.03000000,delisted
238,MATIC-USD,MATIC/USD,False,0.03000000,online
239,HBAR-USD,HBAR/USD,False,0.03000000,online
240,MIR-GBP,MIR/GBP,False,0.03000000,delisted
241,MDT-USDT,MDT/USDT,False,0.03000000,online
242,APE-EUR,APE/EUR,False,0.03000000,online
243,IDEX-USDT,IDEX/USDT,False,0.03000000,online
244,SHIB-USDT,SHIB/USDT,False,0.03000000,online
245,UNI-USD,UNI/USD,False,0.03000000,online
246,SPELL-USD,SPELL/USD,False,0.03000000,online
247,ABT-USD,ABT/USD,False,0.03000000,online
248,DOT-USD,DOT/USD,False,0.03000000,online
249,CVX-USD,CVX/USD,False,0.03000000,online
250,STG-USD,STG/USD,False,0.03000000,delisted
251,DAI-USD,DAI/USD,True,0.01000000,online
252,YFI-BTC,YFI/BTC,False,0.03000000,online
253,AGLD-USD,AGLD/USD,False,0.03000000,online
254,QI-USD,QI/USD,False,0.03000000,online
